img_path,table_mask,col_mask,original_height,original_width,hasTable,table_count,col_count,table_bboxes,col_bboxes
marmot_processed\image_v2\10.1.1.120.1507_12.jpg,marmot_processed\table_mask\10.1.1.120.1507_12_table_mask.png,marmot_processed\col_mask\10.1.1.120.1507_12_col_mask.png,991,725,1,1,2,"[[530, 142, 935, 331]]","[[532, 167, 599, 332], [859, 168, 921, 332]]"
marmot_processed\image_v2\10.1.1.120.1507_6.jpg,marmot_processed\table_mask\10.1.1.120.1507_6_table_mask.png,marmot_processed\col_mask\10.1.1.120.1507_6_col_mask.png,991,725,1,1,8,"[[80, 142, 935, 255]]","[[79, 170, 157, 254], [188, 170, 260, 255], [298, 188, 377, 254], [405, 188, 511, 254], [545, 189, 655, 254], [682, 187, 723, 252], [753, 189, 797, 254], [826, 188, 917, 257]]"
marmot_processed\image_v2\10.1.1.120.1514_4.jpg,marmot_processed\table_mask\10.1.1.120.1514_4_table_mask.png,marmot_processed\col_mask\10.1.1.120.1514_4_col_mask.png,1056,816,1,3,16,"[[107, 516, 462, 589], [190, 778, 380, 841], [594, 784, 878, 846]]","[[123, 519, 149, 588], [168, 538, 202, 590], [223, 539, 257, 589], [275, 539, 301, 588], [324, 537, 356, 586], [375, 536, 408, 590], [422, 539, 451, 588], [203, 777, 233, 840], [255, 787, 284, 840], [307, 788, 328, 839], [348, 790, 370, 840], [614, 784, 637, 843], [663, 794, 690, 845], [729, 795, 757, 846], [801, 795, 826, 846], [845, 795, 865, 841]]"
marmot_processed\image_v2\10.1.1.120.1514_6.jpg,marmot_processed\table_mask\10.1.1.120.1514_6_table_mask.png,marmot_processed\col_mask\10.1.1.120.1514_6_col_mask.png,1056,816,1,3,42,"[[92, 498, 481, 623], [543, 70, 932, 195], [90, 192, 487, 317]]","[[104, 191, 182, 255], [205, 203, 231, 255], [259, 204, 279, 251], [300, 202, 316, 253], [348, 202, 370, 255], [399, 201, 419, 251], [445, 201, 471, 253], [114, 266, 181, 318], [201, 268, 227, 316], [250, 270, 279, 315], [295, 268, 324, 314], [345, 272, 375, 316], [395, 268, 424, 314], [447, 266, 477, 317], [571, 74, 630, 134], [659, 80, 681, 131], [709, 78, 728, 131], [753, 86, 776, 130], [804, 82, 829, 135], [848, 82, 876, 131], [897, 81, 920, 132], [897, 146, 924, 193], [851, 147, 876, 194], [803, 148, 827, 196], [752, 147, 774, 194], [704, 150, 730, 196], [656, 146, 683, 196], [566, 144, 635, 192], [110, 506, 182, 557], [205, 511, 231, 562], [253, 510, 276, 560], [296, 511, 324, 560], [346, 511, 378, 562], [398, 514, 424, 560], [443, 514, 471, 558], [442, 576, 472, 621], [395, 580, 425, 623], [349, 580, 378, 624], [300, 576, 323, 622], [255, 573, 275, 622], [202, 576, 231, 624], [113, 573, 181, 624]]"
marmot_processed\image_v2\10.1.1.120.1518_6.jpg,marmot_processed\table_mask\10.1.1.120.1518_6_table_mask.png,marmot_processed\col_mask\10.1.1.120.1518_6_col_mask.png,1056,816,1,2,7,"[[141, 394, 332, 494], [481, 640, 883, 825]]","[[149, 396, 168, 497], [196, 393, 240, 497], [277, 398, 305, 501], [501, 647, 552, 825], [595, 647, 631, 822], [678, 649, 717, 825], [808, 646, 831, 825]]"
marmot_processed\image_v2\10.1.1.120.1525_53.jpg,marmot_processed\table_mask\10.1.1.120.1525_53_table_mask.png,marmot_processed\col_mask\10.1.1.120.1525_53_col_mask.png,1123,794,1,1,2,"[[122, 616, 494, 742]]","[[134, 619, 377, 741], [402, 617, 476, 743]]"
marmot_processed\image_v2\10.1.1.120.1527_3.jpg,marmot_processed\table_mask\10.1.1.120.1527_3_table_mask.png,marmot_processed\col_mask\10.1.1.120.1527_3_col_mask.png,1059,793,1,1,4,"[[526, 724, 937, 945]]","[[526, 728, 633, 942], [670, 724, 735, 942], [776, 725, 843, 941], [879, 725, 922, 945]]"
marmot_processed\image_v2\10.1.1.120.1527_4.jpg,marmot_processed\table_mask\10.1.1.120.1527_4_table_mask.png,marmot_processed\col_mask\10.1.1.120.1527_4_col_mask.png,1059,793,1,1,9,"[[87, 118, 951, 279]]","[[89, 121, 192, 274], [244, 116, 287, 282], [365, 122, 405, 278], [480, 118, 529, 276], [604, 119, 664, 278], [730, 118, 773, 279], [843, 113, 887, 274], [173, 757, 225, 929], [359, 762, 400, 926]]"
marmot_processed\image_v2\10.1.1.120.1530_5.jpg,marmot_processed\table_mask\10.1.1.120.1530_5_table_mask.png,marmot_processed\col_mask\10.1.1.120.1530_5_col_mask.png,1123,793,1,1,4,"[[133, 105, 911, 477]]","[[142, 128, 302, 275], [328, 129, 894, 275], [327, 303, 887, 475], [141, 303, 300, 473]]"
marmot_processed\image_v2\10.1.1.120.1540_16.jpg,marmot_processed\table_mask\10.1.1.120.1540_16_table_mask.png,marmot_processed\col_mask\10.1.1.120.1540_16_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.120.1540_21.jpg,marmot_processed\table_mask\10.1.1.120.1540_21_table_mask.png,marmot_processed\col_mask\10.1.1.120.1540_21_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.120.1546_10.jpg,marmot_processed\table_mask\10.1.1.120.1546_10_table_mask.png,marmot_processed\col_mask\10.1.1.120.1546_10_col_mask.png,1056,816,1,1,2,"[[241, 111, 783, 541]]","[[250, 111, 389, 540], [541, 110, 722, 541]]"
marmot_processed\image_v2\10.1.1.120.1546_12.jpg,marmot_processed\table_mask\10.1.1.120.1546_12_table_mask.png,marmot_processed\col_mask\10.1.1.120.1546_12_col_mask.png,1056,816,1,1,4,"[[120, 325, 843, 415]]","[[156, 329, 243, 411], [319, 320, 447, 417], [506, 325, 563, 420], [635, 322, 803, 417]]"
marmot_processed\image_v2\10.1.1.120.1603_23.jpg,marmot_processed\table_mask\10.1.1.120.1603_23_table_mask.png,marmot_processed\col_mask\10.1.1.120.1603_23_col_mask.png,991,725,1,1,13,"[[83, 165, 921, 821]]","[[86, 170, 138, 479], [254, 172, 297, 482], [432, 169, 516, 483], [606, 168, 682, 479], [777, 169, 852, 482], [93, 562, 143, 818], [194, 622, 227, 817], [306, 602, 380, 817], [411, 602, 490, 814], [520, 601, 593, 816], [630, 600, 701, 814], [732, 601, 809, 815], [836, 601, 918, 818]]"
marmot_processed\image_v2\10.1.1.120.1607_3.jpg,marmot_processed\table_mask\10.1.1.120.1607_3_table_mask.png,marmot_processed\col_mask\10.1.1.120.1607_3_col_mask.png,1056,816,1,2,11,"[[118, 56, 498, 176], [526, 56, 907, 176]]","[[548, 96, 617, 152], [637, 93, 695, 154], [710, 107, 757, 153], [768, 111, 822, 150], [833, 112, 863, 151], [445, 108, 478, 149], [395, 110, 433, 151], [305, 97, 368, 153], [238, 97, 301, 153], [191, 110, 232, 152], [139, 110, 188, 152]]"
marmot_processed\image_v2\10.1.1.120.1607_4.jpg,marmot_processed\table_mask\10.1.1.120.1607_4_table_mask.png,marmot_processed\col_mask\10.1.1.120.1607_4_col_mask.png,1056,816,1,3,15,"[[118, 56, 906, 207], [118, 849, 498, 950], [526, 830, 906, 950]]","[[243, 108, 395, 182], [414, 109, 462, 181], [482, 93, 547, 182], [563, 109, 595, 186], [681, 108, 717, 187], [725, 109, 768, 184], [139, 887, 240, 925], [252, 888, 266, 927], [366, 888, 394, 928], [545, 870, 616, 926], [627, 869, 681, 925], [686, 870, 740, 926], [749, 870, 793, 926], [806, 870, 841, 927], [848, 882, 882, 927]]"
marmot_processed\image_v2\10.1.1.120.1614_4.jpg,marmot_processed\table_mask\10.1.1.120.1614_4_table_mask.png,marmot_processed\col_mask\10.1.1.120.1614_4_col_mask.png,1048,807,1,1,6,"[[85, 98, 501, 196]]","[[86, 97, 129, 196], [169, 99, 225, 197], [263, 101, 297, 194], [326, 98, 362, 196], [386, 98, 423, 196], [447, 101, 492, 197]]"
marmot_processed\image_v2\10.1.1.120.1615_3.jpg,marmot_processed\table_mask\10.1.1.120.1615_3_table_mask.png,marmot_processed\col_mask\10.1.1.120.1615_3_col_mask.png,1056,816,1,1,3,"[[137, 589, 442, 861]]","[[143, 588, 210, 859], [242, 593, 320, 861], [358, 588, 419, 859]]"
marmot_processed\image_v2\10.1.1.120.1615_4.jpg,marmot_processed\table_mask\10.1.1.120.1615_4_table_mask.png,marmot_processed\col_mask\10.1.1.120.1615_4_col_mask.png,1056,816,1,1,3,"[[141, 73, 429, 532]]","[[143, 74, 212, 533], [238, 73, 310, 529], [354, 78, 419, 528]]"
marmot_processed\image_v2\10.1.1.120.1619_11.jpg,marmot_processed\table_mask\10.1.1.120.1619_11_table_mask.png,marmot_processed\col_mask\10.1.1.120.1619_11_col_mask.png,1056,816,1,1,6,"[[273, 157, 750, 576]]","[[282, 152, 404, 573], [463, 158, 502, 567], [525, 158, 565, 565], [584, 158, 631, 565], [651, 162, 689, 567], [705, 158, 738, 564]]"
marmot_processed\image_v2\10.1.1.120.1619_13.jpg,marmot_processed\table_mask\10.1.1.120.1619_13_table_mask.png,marmot_processed\col_mask\10.1.1.120.1619_13_col_mask.png,1056,816,1,1,7,"[[144, 157, 879, 650]]","[[152, 159, 299, 647], [413, 158, 451, 649], [482, 159, 530, 650], [565, 156, 615, 649], [651, 159, 698, 650], [738, 158, 783, 649], [817, 158, 863, 652]]"
marmot_processed\image_v2\10.1.1.120.1632_3.jpg,marmot_processed\table_mask\10.1.1.120.1632_3_table_mask.png,marmot_processed\col_mask\10.1.1.120.1632_3_col_mask.png,1056,816,1,1,5,"[[524, 265, 946, 513]]","[[530, 264, 587, 514], [611, 263, 660, 515], [683, 264, 753, 511], [774, 267, 814, 514], [835, 269, 936, 514]]"
marmot_processed\image_v2\10.1.1.13.2943_5.jpg,marmot_processed\table_mask\10.1.1.13.2943_5_table_mask.png,marmot_processed\col_mask\10.1.1.13.2943_5_col_mask.png,1056,816,1,1,5,"[[581, 315, 883, 416]]","[[594, 313, 635, 415], [660, 315, 700, 415], [719, 315, 754, 413], [778, 313, 814, 413], [838, 316, 872, 414]]"
marmot_processed\image_v2\10.1.1.160.500_5.jpg,marmot_processed\table_mask\10.1.1.160.500_5_table_mask.png,marmot_processed\col_mask\10.1.1.160.500_5_col_mask.png,1056,816,1,1,8,"[[89, 330, 935, 635]]","[[94, 331, 310, 637], [348, 331, 418, 636], [471, 378, 515, 633], [547, 378, 591, 634], [616, 378, 674, 631], [704, 374, 750, 635], [784, 373, 828, 631], [862, 377, 915, 634]]"
marmot_processed\image_v2\10.1.1.160.502_5.jpg,marmot_processed\table_mask\10.1.1.160.502_5_table_mask.png,marmot_processed\col_mask\10.1.1.160.502_5_col_mask.png,990,726,1,1,6,"[[384, 116, 633, 207]]","[[381, 116, 394, 207], [413, 117, 433, 207], [457, 116, 484, 206], [506, 116, 532, 210], [554, 116, 580, 206], [605, 118, 625, 206]]"
marmot_processed\image_v2\10.1.1.160.503_5.jpg,marmot_processed\table_mask\10.1.1.160.503_5_table_mask.png,marmot_processed\col_mask\10.1.1.160.503_5_col_mask.png,1056,816,1,2,12,"[[71, 129, 877, 339], [180, 399, 768, 611]]","[[80, 135, 196, 338], [255, 131, 317, 335], [349, 134, 451, 336], [481, 131, 545, 337], [577, 131, 653, 336], [681, 134, 754, 338], [781, 131, 870, 337], [184, 400, 316, 608], [368, 401, 417, 607], [451, 404, 530, 608], [552, 402, 617, 609], [641, 402, 754, 609]]"
marmot_processed\image_v2\10.1.1.160.503_8.jpg,marmot_processed\table_mask\10.1.1.160.503_8_table_mask.png,marmot_processed\col_mask\10.1.1.160.503_8_col_mask.png,1056,816,1,1,4,"[[75, 129, 873, 274]]","[[72, 131, 221, 271], [256, 131, 517, 271], [553, 134, 611, 269], [659, 131, 843, 268]]"
marmot_processed\image_v2\10.1.1.160.506_4.jpg,marmot_processed\table_mask\10.1.1.160.506_4_table_mask.png,marmot_processed\col_mask\10.1.1.160.506_4_col_mask.png,1056,816,1,4,19,"[[213, 702, 350, 743], [551, 96, 878, 151], [96, 329, 467, 422], [187, 535, 376, 590]]","[[561, 98, 626, 148], [656, 96, 700, 148], [739, 96, 786, 150], [822, 96, 858, 149], [104, 333, 127, 420], [149, 330, 177, 420], [196, 334, 221, 421], [240, 329, 269, 424], [290, 330, 319, 424], [339, 331, 364, 425], [384, 333, 409, 426], [429, 332, 461, 426], [221, 699, 236, 746], [260, 700, 290, 741], [307, 699, 340, 742], [336, 538, 365, 587], [287, 537, 316, 589], [236, 534, 265, 590], [196, 537, 212, 589]]"
marmot_processed\image_v2\10.1.1.160.507_10.jpg,marmot_processed\table_mask\10.1.1.160.507_10_table_mask.png,marmot_processed\col_mask\10.1.1.160.507_10_col_mask.png,1057,816,1,3,21,"[[114, 308, 856, 489], [114, 548, 856, 743], [114, 122, 856, 241]]","[[156, 124, 188, 240], [270, 144, 302, 240], [371, 144, 404, 240], [472, 144, 517, 241], [576, 141, 619, 244], [681, 141, 718, 241], [772, 144, 828, 240], [792, 326, 846, 487], [660, 325, 767, 493], [577, 326, 626, 487], [451, 326, 556, 485], [371, 326, 430, 489], [243, 327, 345, 488], [152, 307, 202, 488], [156, 549, 193, 744], [247, 572, 297, 742], [324, 569, 427, 743], [454, 571, 526, 739], [556, 571, 612, 741], [640, 568, 738, 742], [762, 568, 847, 742]]"
marmot_processed\image_v2\10.1.1.160.507_11.jpg,marmot_processed\table_mask\10.1.1.160.507_11_table_mask.png,marmot_processed\col_mask\10.1.1.160.507_11_col_mask.png,1057,816,1,2,11,"[[114, 730, 868, 890], [550, 555, 895, 665]]","[[558, 553, 591, 666], [624, 554, 684, 667], [717, 553, 781, 665], [814, 552, 878, 665], [777, 746, 853, 889], [663, 747, 749, 888], [562, 746, 634, 887], [457, 747, 530, 889], [354, 746, 425, 888], [245, 747, 323, 890], [162, 730, 188, 889]]"
marmot_processed\image_v2\10.1.1.160.508_5.jpg,marmot_processed\table_mask\10.1.1.160.508_5_table_mask.png,marmot_processed\col_mask\10.1.1.160.508_5_col_mask.png,1056,816,1,3,16,"[[101, 62, 502, 198], [101, 426, 502, 551], [101, 588, 923, 714]]","[[100, 59, 146, 197], [178, 108, 231, 192], [272, 108, 334, 197], [364, 106, 418, 196], [442, 107, 502, 196], [105, 426, 138, 553], [177, 449, 265, 551], [295, 448, 380, 548], [417, 447, 496, 545], [107, 588, 144, 710], [220, 622, 274, 711], [349, 623, 408, 713], [478, 621, 535, 713], [612, 622, 666, 709], [739, 620, 791, 711], [865, 623, 915, 712]]"
marmot_processed\image_v2\10.1.1.160.509_17.jpg,marmot_processed\table_mask\10.1.1.160.509_17_table_mask.png,marmot_processed\col_mask\10.1.1.160.509_17_col_mask.png,1123,793,1,3,14,"[[152, 199, 842, 305], [145, 315, 879, 510], [145, 520, 879, 731]]","[[204, 187, 337, 304], [416, 199, 458, 305], [541, 200, 569, 304], [660, 200, 692, 303], [777, 199, 839, 304], [186, 324, 338, 502], [421, 327, 455, 499], [542, 324, 576, 502], [653, 328, 695, 497], [776, 325, 843, 498], [187, 522, 342, 700], [417, 522, 458, 696], [535, 526, 575, 697], [655, 525, 691, 697]]"
marmot_processed\image_v2\10.1.1.160.509_23.jpg,marmot_processed\table_mask\10.1.1.160.509_23_table_mask.png,marmot_processed\col_mask\10.1.1.160.509_23_col_mask.png,1123,793,1,4,32,"[[183, 595, 842, 686], [183, 214, 842, 339], [183, 359, 842, 464], [183, 484, 842, 575]]","[[182, 256, 236, 332], [269, 261, 305, 331], [334, 262, 374, 332], [400, 260, 439, 332], [475, 262, 522, 331], [557, 261, 589, 332], [621, 260, 662, 335], [713, 260, 824, 333], [181, 383, 234, 460], [269, 383, 306, 460], [333, 384, 371, 457], [403, 386, 442, 458], [475, 386, 519, 456], [560, 387, 586, 457], [624, 384, 662, 458], [717, 382, 823, 465], [183, 506, 231, 574], [270, 505, 302, 574], [338, 506, 368, 574], [404, 503, 439, 574], [475, 508, 519, 575], [555, 503, 585, 576], [621, 507, 662, 574], [726, 507, 810, 574], [732, 621, 806, 685], [628, 621, 657, 686], [555, 619, 591, 686], [482, 621, 517, 686], [182, 620, 235, 685], [267, 620, 302, 684], [333, 621, 371, 686], [403, 618, 440, 685]]"
marmot_processed\image_v2\10.1.1.160.510_36.jpg,marmot_processed\table_mask\10.1.1.160.510_36_table_mask.png,marmot_processed\col_mask\10.1.1.160.510_36_col_mask.png,1056,816,1,2,13,"[[161, 231, 863, 343], [264, 540, 760, 740]]","[[168, 232, 232, 344], [266, 228, 305, 343], [345, 231, 399, 343], [430, 234, 487, 344], [515, 234, 566, 344], [595, 234, 663, 344], [691, 231, 764, 344], [799, 232, 840, 341], [274, 541, 323, 744], [361, 541, 418, 741], [461, 540, 523, 739], [561, 541, 606, 741], [661, 541, 724, 739]]"
marmot_processed\image_v2\10.1.1.160.516_6.jpg,marmot_processed\table_mask\10.1.1.160.516_6_table_mask.png,marmot_processed\col_mask\10.1.1.160.516_6_col_mask.png,1123,793,1,1,11,"[[206, 185, 868, 295]]","[[217, 186, 267, 290], [284, 185, 322, 290], [342, 187, 377, 288], [402, 186, 436, 290], [457, 186, 493, 290], [517, 187, 549, 291], [572, 188, 606, 291], [626, 185, 669, 290], [688, 185, 731, 291], [752, 187, 793, 291], [815, 186, 857, 292]]"
marmot_processed\image_v2\10.1.1.160.517_4.jpg,marmot_processed\table_mask\10.1.1.160.517_4_table_mask.png,marmot_processed\col_mask\10.1.1.160.517_4_col_mask.png,1056,816,1,2,14,"[[103, 98, 917, 247], [543, 316, 918, 348]]","[[113, 97, 260, 244], [287, 97, 361, 248], [371, 100, 456, 246], [473, 96, 545, 246], [556, 97, 912, 248], [551, 317, 610, 350], [632, 315, 651, 350], [666, 316, 681, 348], [700, 315, 717, 348], [735, 318, 752, 348], [774, 317, 791, 348], [813, 315, 832, 348], [851, 315, 870, 349], [887, 315, 910, 349]]"
marmot_processed\image_v2\10.1.1.160.529_30.jpg,marmot_processed\table_mask\10.1.1.160.529_30_table_mask.png,marmot_processed\col_mask\10.1.1.160.529_30_col_mask.png,1056,816,1,2,12,"[[150, 124, 874, 292], [150, 355, 874, 918]]","[[187, 124, 314, 218], [369, 127, 409, 218], [458, 125, 507, 218], [551, 127, 584, 220], [617, 128, 661, 217], [700, 122, 754, 218], [802, 127, 855, 217], [193, 360, 296, 724], [379, 420, 434, 716], [513, 420, 563, 721], [648, 416, 699, 721], [784, 421, 837, 725]]"
marmot_processed\image_v2\10.1.1.160.529_31.jpg,marmot_processed\table_mask\10.1.1.160.529_31_table_mask.png,marmot_processed\col_mask\10.1.1.160.529_31_col_mask.png,1056,816,1,2,3,"[[110, 151, 913, 447], [111, 505, 913, 929]]","[[124, 610, 349, 844], [479, 610, 542, 843], [733, 614, 818, 844]]"
marmot_processed\image_v2\10.1.1.160.531_12.jpg,marmot_processed\table_mask\10.1.1.160.531_12_table_mask.png,marmot_processed\col_mask\10.1.1.160.531_12_col_mask.png,1056,816,1,1,5,"[[111, 93, 912, 565]]","[[115, 341, 238, 565], [317, 341, 381, 561], [466, 339, 537, 561], [646, 344, 719, 559], [787, 338, 870, 560]]"
marmot_processed\image_v2\10.1.1.160.531_23.jpg,marmot_processed\table_mask\10.1.1.160.531_23_table_mask.png,marmot_processed\col_mask\10.1.1.160.531_23_col_mask.png,1056,816,1,1,9,"[[111, 124, 912, 871]]","[[129, 418, 195, 875], [242, 475, 295, 874], [330, 473, 385, 871], [412, 474, 486, 874], [497, 475, 571, 871], [592, 475, 646, 869], [670, 475, 733, 871], [769, 476, 831, 873], [853, 474, 907, 873]]"
marmot_processed\image_v2\10.1.1.160.538_23.jpg,marmot_processed\table_mask\10.1.1.160.538_23_table_mask.png,marmot_processed\col_mask\10.1.1.160.538_23_col_mask.png,1123,793,1,2,13,"[[292, 412, 792, 603], [179, 106, 942, 329]]","[[186, 140, 279, 329], [297, 140, 336, 328], [372, 140, 409, 329], [443, 139, 491, 329], [517, 141, 559, 330], [591, 141, 634, 331], [668, 140, 709, 329], [735, 141, 783, 329], [811, 137, 921, 329], [691, 415, 773, 603], [564, 411, 651, 605], [451, 412, 527, 604], [301, 411, 395, 605]]"
marmot_processed\image_v2\10.1.1.160.539_2.jpg,marmot_processed\table_mask\10.1.1.160.539_2_table_mask.png,marmot_processed\col_mask\10.1.1.160.539_2_col_mask.png,1054,816,1,1,4,"[[76, 617, 937, 943]]","[[70, 615, 252, 939], [346, 644, 488, 941], [573, 643, 709, 941], [782, 641, 926, 943]]"
marmot_processed\image_v2\10.1.1.160.539_4.jpg,marmot_processed\table_mask\10.1.1.160.539_4_table_mask.png,marmot_processed\col_mask\10.1.1.160.539_4_col_mask.png,1054,816,1,1,9,"[[76, 107, 937, 493]]","[[74, 106, 243, 492], [282, 109, 333, 493], [365, 110, 452, 493], [491, 107, 528, 493], [567, 109, 605, 495], [648, 106, 689, 494], [735, 109, 765, 493], [812, 106, 851, 493], [895, 109, 945, 493]]"
marmot_processed\image_v2\10.1.1.160.542_27.jpg,marmot_processed\table_mask\10.1.1.160.542_27_table_mask.png,marmot_processed\col_mask\10.1.1.160.542_27_col_mask.png,1056,816,1,1,12,"[[120, 259, 951, 433]]","[[141, 260, 213, 428], [242, 260, 287, 434], [305, 262, 351, 431], [366, 263, 413, 431], [437, 260, 478, 432], [503, 262, 546, 430], [563, 262, 609, 432], [631, 258, 678, 431], [698, 259, 743, 434], [762, 260, 811, 434], [828, 259, 873, 432], [892, 259, 936, 432]]"
marmot_processed\image_v2\10.1.1.160.546_34.jpg,marmot_processed\table_mask\10.1.1.160.546_34_table_mask.png,marmot_processed\col_mask\10.1.1.160.546_34_col_mask.png,816,1056,1,1,8,"[[92, 106, 940, 855]]","[[104, 105, 152, 852], [166, 107, 212, 851], [243, 110, 274, 852], [313, 110, 350, 851], [383, 107, 428, 852], [457, 109, 495, 851], [526, 105, 567, 851], [587, 103, 940, 850]]"
marmot_processed\image_v2\10.1.1.160.546_36.jpg,marmot_processed\table_mask\10.1.1.160.546_36_table_mask.png,marmot_processed\col_mask\10.1.1.160.546_36_col_mask.png,1056,816,1,1,4,"[[156, 184, 867, 490]]","[[161, 183, 384, 483], [478, 293, 552, 489], [591, 292, 664, 492], [742, 289, 804, 487]]"
marmot_processed\image_v2\10.1.1.160.552_18.jpg,marmot_processed\table_mask\10.1.1.160.552_18_table_mask.png,marmot_processed\col_mask\10.1.1.160.552_18_col_mask.png,1056,816,1,2,10,"[[121, 148, 904, 346], [122, 420, 694, 605]]","[[123, 421, 250, 604], [271, 421, 361, 602], [452, 423, 560, 606], [586, 423, 676, 602], [123, 150, 213, 344], [256, 150, 316, 344], [392, 150, 451, 342], [520, 149, 591, 343], [649, 151, 735, 343], [782, 151, 870, 343]]"
marmot_processed\image_v2\10.1.1.160.552_20.jpg,marmot_processed\table_mask\10.1.1.160.552_20_table_mask.png,marmot_processed\col_mask\10.1.1.160.552_20_col_mask.png,1056,816,1,2,9,"[[121, 148, 904, 598], [121, 653, 904, 831]]","[[131, 153, 282, 594], [323, 192, 388, 600], [432, 193, 494, 595], [528, 193, 607, 597], [659, 198, 871, 594], [718, 656, 887, 825], [521, 652, 671, 829], [407, 656, 476, 832], [129, 653, 344, 831]]"
marmot_processed\image_v2\10.1.1.160.557_3.jpg,marmot_processed\table_mask\10.1.1.160.557_3_table_mask.png,marmot_processed\col_mask\10.1.1.160.557_3_col_mask.png,1056,816,1,1,3,"[[515, 67, 906, 247]]","[[525, 66, 670, 246], [686, 66, 814, 247], [836, 68, 896, 244]]"
marmot_processed\image_v2\10.1.1.160.559_28.jpg,marmot_processed\table_mask\10.1.1.160.559_28_table_mask.png,marmot_processed\col_mask\10.1.1.160.559_28_col_mask.png,1056,816,1,1,5,"[[412, 479, 612, 575]]","[[419, 480, 439, 576], [462, 478, 483, 576], [504, 478, 520, 575], [542, 478, 561, 575], [581, 479, 601, 576]]"
marmot_processed\image_v2\10.1.1.160.560_3.jpg,marmot_processed\table_mask\10.1.1.160.560_3_table_mask.png,marmot_processed\col_mask\10.1.1.160.560_3_col_mask.png,1056,816,1,1,4,"[[150, 85, 874, 147]]","[[158, 84, 290, 148], [340, 83, 410, 148], [521, 85, 615, 146], [713, 86, 763, 147]]"
marmot_processed\image_v2\10.1.1.160.563_6.jpg,marmot_processed\table_mask\10.1.1.160.563_6_table_mask.png,marmot_processed\col_mask\10.1.1.160.563_6_col_mask.png,1123,793,1,1,8,"[[571, 193, 935, 351]]","[[580, 192, 612, 347], [637, 204, 659, 350], [679, 206, 709, 349], [727, 205, 754, 350], [772, 206, 788, 350], [807, 204, 832, 350], [852, 204, 878, 351], [899, 202, 927, 347]]"
marmot_processed\image_v2\10.1.1.160.563_8.jpg,marmot_processed\table_mask\10.1.1.160.563_8_table_mask.png,marmot_processed\col_mask\10.1.1.160.563_8_col_mask.png,1123,793,1,2,12,"[[609, 183, 897, 339], [595, 421, 911, 538]]","[[617, 183, 640, 339], [668, 192, 697, 339], [718, 194, 742, 339], [762, 195, 794, 339], [814, 195, 837, 339], [864, 194, 885, 339], [877, 430, 899, 536], [829, 433, 855, 536], [783, 432, 808, 537], [739, 432, 767, 537], [650, 421, 718, 538], [603, 423, 630, 538]]"
marmot_processed\image_v2\10.1.1.160.567_4.jpg,marmot_processed\table_mask\10.1.1.160.567_4_table_mask.png,marmot_processed\col_mask\10.1.1.160.567_4_col_mask.png,1056,816,1,1,4,"[[92, 709, 490, 931]]","[[95, 726, 163, 901], [195, 773, 265, 903], [297, 775, 366, 902], [395, 774, 468, 902]]"
marmot_processed\image_v2\10.1.1.160.567_6.jpg,marmot_processed\table_mask\10.1.1.160.567_6_table_mask.png,marmot_processed\col_mask\10.1.1.160.567_6_col_mask.png,1056,816,1,2,12,"[[90, 267, 493, 610], [91, 625, 492, 931]]","[[94, 268, 215, 558], [232, 269, 271, 555], [292, 268, 348, 559], [364, 268, 376, 553], [394, 267, 433, 550], [448, 269, 481, 559], [94, 624, 183, 873], [197, 627, 232, 876], [272, 626, 326, 875], [345, 625, 363, 877], [381, 626, 414, 877], [439, 626, 473, 875]]"
marmot_processed\image_v2\10.1.1.160.575_3.jpg,marmot_processed\table_mask\10.1.1.160.575_3_table_mask.png,marmot_processed\col_mask\10.1.1.160.575_3_col_mask.png,1123,794,1,1,4,"[[114, 66, 482, 148]]","[[117, 66, 246, 148], [262, 67, 334, 148], [350, 67, 420, 150], [432, 64, 477, 148]]"
marmot_processed\image_v2\10.1.1.160.577_5.jpg,marmot_processed\table_mask\10.1.1.160.577_5_table_mask.png,marmot_processed\col_mask\10.1.1.160.577_5_col_mask.png,1056,816,1,1,6,"[[72, 689, 951, 938]]","[[75, 686, 202, 935], [281, 691, 369, 929], [468, 689, 523, 938], [609, 688, 665, 937], [749, 690, 811, 938], [892, 690, 950, 937]]"
marmot_processed\image_v2\10.1.1.160.581_25.jpg,marmot_processed\table_mask\10.1.1.160.581_25_table_mask.png,marmot_processed\col_mask\10.1.1.160.581_25_col_mask.png,961,651,1,1,3,"[[154, 121, 908, 435]]","[[153, 121, 288, 432], [327, 119, 464, 435], [514, 121, 890, 435]]"
marmot_processed\image_v2\10.1.1.160.581_3.jpg,marmot_processed\table_mask\10.1.1.160.581_3_table_mask.png,marmot_processed\col_mask\10.1.1.160.581_3_col_mask.png,961,651,1,1,3,"[[309, 119, 752, 311]]","[[316, 119, 409, 308], [434, 123, 560, 310], [580, 124, 731, 307]]"
marmot_processed\image_v2\10.1.1.160.585_35.jpg,marmot_processed\table_mask\10.1.1.160.585_35_table_mask.png,marmot_processed\col_mask\10.1.1.160.585_35_col_mask.png,1056,816,0,0,0,[],[]
